"Name","Age","id","Total Sales","Total Quantity","Total Profit","Category","Products"
"Chris Cortes",18,"CC-12220","3913.418","81","393.9618","Furniture,Office Supplies,Technology","Acco 7-Outlet Masterpiece Power Center  Wihtout Fax/Phone Line Protection,Ampad Poly Cover Wirebound Steno Book  6 x 9 Assorted Colors  Gregg Ruled,Bose SoundLink Bluetooth Speaker,Canon PC170 Desktop Personal Copier,Convenience Packs of Business Envelopes,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Fellowes Twister Kit  Gray/Clear  3/pkg,Logitech Mobile Speakerphone P710e - speaker phone,Office Impressions End Table  20-1/2H x 24W x 20D,Office Star - Contemporary Task Swivel chair with Loop Arms  Charcoal,Plantronics Cordless Phone Headset with In-line Volume - M214C,Plantronics Encore H101 Dual Earpieces Headset,Plantronics Voyager Pro HD - Bluetooth Headset,Rogers Deluxe File Chest,Tenex The Solids Textured Chair Mats,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Westinghouse Clip-On Gooseneck Lamps,White Envelopes  White Envelopes with Clear Poly Window,Xerox 1902,Xerox 192,Xerox 1933,Xerox 1983"
"Christopher Conant",38,"CC-12370","12129.072","34","2177.0493","Furniture,Office Supplies,Technology","Avaya 5410 Digital phone,Avery Legal 4-Ring Binder,Canon imageCLASS 2200 Advanced Copier,Canon PC1060 Personal Laser Copier,Global Leather Task Chair  Black,Hon Olson Stacker Stools,Howard Miller 13 Diameter Goldtone Round Wall Clock,Xerox 1905,Xerox 1942,Xerox 224,Zipper Ring Binder Pockets"
"Chuck Clark",66,"CC-12430","2870.050","63","424.6583","Furniture,Office Supplies,Technology","ACCOHIDE 3-Ring Binder  Blue  1,Avery 481,Cardinal Holdit Business Card Pockets,Easy-staple paper,Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum  Red,G.E. Halogen Desk Lamp Bulbs,Global Airflow Leather Mesh Back Chair  Black,Global Geo Office Task Chair  Gray,Kleencut Forged Office Shears by Acme United Corporation,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Logitech G19 Programmable Gaming Keyboard,Magnifier Swing Arm Lamp,Newell 339,Okidata B400 Printer,Quartet Alpha White Chalk  12/Pack,Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet  Computer  39 x 49,White Computer Printout Paper by Universal,Xerox 1996"
"Cindy Chapman",48,"CC-12475","1659.438","40","154.8510","Furniture,Office Supplies,Technology","Astroparche Fine Business Paper,Bevis Round Conference Table Top & Single Column Base,Commercial WindTunnel Clean Air Upright Vacuum  Replacement Belts  Filtration Bags,Green Bar Computer Printout Paper,Imation Clip USB flash drive - 8 GB,Memorex Micro Travel Drive 16 GB,Okidata B400 Printer,Poly Designer Cover & Back,Recycled Eldon Regeneration Jumbo File,Rubber Band Ball,Super Decoflex Portable Personal File,Xerox 1953,Xerox 1972"
"Clay Cheatham",42,"CC-12550","113.832","14","33.8706","Office Supplies,Technology","Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Cardinal HOLDit! Binder Insert Strips Extra Strips,Xerox 1905,Xerox 1998"
"Corey Catlett",18,"CC-12610","2540.631","39","331.4340","Furniture,Office Supplies,Technology","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Bretford CR8500 Series Meeting Room Furniture,Bush Westfield Collection Bookcases  Dark Cherry Finish  Fully Assembled,Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black,Fellowes Superior 10 Outlet Split Surge Protector,GBC Instant Report Kit,GE 30522EE2,Global Managers Adjustable Task Chair  Storm,Holmes HEPA Air Purifier,Ibico Recycled Grain-Textured Covers,iOttie HLCRIO102 Car Mount,Master Caster Door Stop  Large Neon Orange"
"Craig Carreira",22,"CC-12670","2269.7015","47","187.8399","Furniture,Office Supplies,Technology","Acco 3-Hole Punch,Acco Perma 3000 Stacking Storage Drawers,Bush Andora Bookcase  Maple/Graphite Gray Finish,Cardinal Hold-It CD Pocket,Computer Printout Paper with Letter-Trim Perforations,Memorex Froggy Flash Drive 4 GB,Motorola Moto X,Padded Folding Chairs  Black  4/Carton,Plantronics Encore H101 Dual Earpieces Headset,Prang Dustless Chalk Sticks,Sabrent 4-Port USB 2.0 Hub,Safco Industrial Shelving,Tennsco 6- and 18-Compartment Lockers,Xerox 1930"
"Craig Carroll",59,"CC-12685","2854.115","51","850.1591","Office Supplies,Technology","Belkin 5 Outlet SurgeMaster Power Centers,Boston 1730 StandUp Electric Pencil Sharpener,C-Line Peel & Stick Add-On Filing Pockets  8-3/4 x 5-1/8  10/Pack,Canon PC-428 Personal Copier,Easy-staple paper,Economy Rollaway Files,GBC Prestige Therm-A-Bind Covers,Ibico Plastic Spiral Binding Combs,Sharp 1540cs Digital Laser Copier,Speediset Carbonless Redi-Letter 7 x 8 1/2,TOPS 4 x 6 Fluorescent Color Memo Sheets  500 Sheets per Pack,Wilson Jones Easy Flow II Sheet Lifters"
"Carlos Daly",51,"CD-11920","2033.968","35","426.6610","Furniture,Office Supplies,Technology","Belkin 8 Outlet Surge Protector,Boston KS Multi-Size Manual Pencil Sharpener,Executive Impressions 10 Spectator Wall Clock,Samsung Galaxy Mega 6.3,Sauder Camden County Collection Libraries  Planked Cherry Finish,Situations Contoured Folding Chairs  4/Set,Xerox 190,Xerox 1968,Xerox 201"
"Carol Darley",61,"CD-11980","639.766","22","-206.7172","Furniture,Office Supplies,Technology","Hoover Portapower Portable Vacuum,Howard Miller 13-1/2 Diameter Rosebrook Wall Clock,Ibico Hi-Tech Manual Binding System,IBM Multi-Purpose Copy Paper  8 1/2 x 11  Case,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  10/Pack,Xerox 1906"
"Christina DeMoss",42,"CD-12280","1205.584","39","233.0274","Furniture,Office Supplies,Technology","Anker Astro 15000mAh USB Portable Charger,Avery Premier Heavy-Duty Binder with Round Locking Rings,Balt Split Level Computer Training Table,Binder Clips by OIC,Career Cubicle Clock  8 1/4  Black,Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box,Eldon Portable Mobile Manager,Fellowes Bankers Box Stor/Drawer Steel Plus,GBC Prestige Therm-A-Bind Covers,Harbour Creations 67200 Series Stacking Chairs,Logitech P710e Mobile Speakerphone,Wilson Jones 1 Hanging DublLock Ring Binders,Xerox 202"
"Cynthia Delaney",70,"CD-12790","1860.732","49","403.8422","Furniture,Office Supplies,Technology","Advantus Map Pennant Flags and Round Head Tacks,Advantus Rolling Storage Box,Avery 49,Avery 508,GBC VeloBind Cover Sets,Hon Every-Day Series Multi-Task Chairs,Hoover Upright Vacuum With Dirt Cup,Ibico Plastic Spiral Binding Combs,Micropad Numeric Keypads,Samsung Replacement EH64AVFWE Premium Headset,Staple holder,Staples,Xerox 1959,Xerox 1999"
"Catherine Glotzbach",27,"CG-12040","904.468","37","86.5106","Office Supplies,Technology","Adams Telephone Message Book W/Dividers/Space For Phone Numbers  5 1/4X8 1/2  300/Messages,Apple iPhone 5C,Avery 506,Boston Model 1800 Electric Pencil Sharpener  Gray,JM Magazine Binder,Prestige Round Ring Binders,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Wirebound Message Books  2 7/8 x 5  3 Forms per Page,Xerox 202"
"Claire Gute",67,"CG-12520","1148.780","14","169.9344","Furniture,Office Supplies","Bush Somerset Collection Bookcase,C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back  8-1/2x11  25/Bx,Hon Deluxe Fabric Upholstered Stacking Chairs  Rounded Back,SimpliFile Personal File  Black Granite  15w x 6-15/16d x 11-1/4h,Xerox 1986"
"Cathy Hwang",36,"CH-12070","1537.236","13","195.1511","Office Supplies,Technology","Panasonic KX T7736-B Digital phone,Samsung Galaxy S4 Mini,Tennsco Industrial Shelving,Xerox 211"
"Carl Jackson",64,"CJ-11875","16.52","5","1.652","Office Supplies","Newell 31"
"Caroline Jumper",64,"CJ-12010","11164.974","83","858.7414","Furniture,Office Supplies,Technology","12 Colored Short Pencils,Alphabetical Labels for Top Tab Filing,Atlantic Metals Mobile 5-Shelf Bookcases  Custom Colors,Bady BDG101FRU Card Printer,Binder Clips by OIC,Bulldog Vacuum Base Pencil Sharpener,Bush Advantage Collection Racetrack Conference Table,GBC Clear Cover  8-1/2 x 11  unpunched  25 covers per pack,GBC Twin Loop Wire Binding Elements  9/16 Spine  Black,Global Deluxe High-Back Managers Chair,Global Leather & Oak Executive Chair  Burgundy,HON 5400 Series Task Chairs for Big and Tall,Hon Mobius Operators Chair,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,Kleencut Forged Office Shears by Acme United Corporation,Master Caster Door Stop  Large Neon Orange,OSullivan Living Dimensions 5-Shelf Bookcases,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Staple-based wall hangings"
"Chloris Kastensmidt",61,"CK-12205","3154.855","122","141.2831","Furniture,Office Supplies,Technology","#10- 4 1/8 x 9 1/2 Recycled Envelopes,3D Systems Cube Printer  2nd Generation  White,9-3/4 Diameter Round Wall Clock,Acco 6 Outlet Guardian Premium Surge Suppressor,Acme Elite Stainless Steel Scissors,Acme Value Line Scissors,Adams Phone Message Book  Professional  400 Message Capacity  5 3/6” x 11”,Avery Non-Stick Binders,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Boston 16750 Black Compact Battery Pencil Sharpener,Computer Room Manger  14,DataProducts Ampli Magnifier Task Lamp  Black ,Eldon Wave Desk Accessories,GBC Personal VeloBind Strips,GE 2-Jack Phone Line Splitter,Global Value Steno Chair  Gray,Ibico Standard Transparent Covers,Logitech K350 2.4Ghz Wireless Keyboard,Mophie Juice Pack Helium for iPhone,Newell 339,OIC Colored Binder Clips  Assorted Sizes,Safco Industrial Shelving,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Southworth Parchment Paper & Envelopes,Staple envelope,Stockwell Push Pins,Storex Dura Pro Binders,Texas Instrument TI-15 Fraction Calculator,Vinyl Sectional Post Binders,Xerox 1999,Xerox 209,Xerox 231"
"Christine Kargatis",53,"CK-12325","2945.321","46","261.2209","Furniture,Office Supplies,Technology","Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Executive Red,Advantus Plastic Paper Clips,Aluminum Document Frame,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Flat Face Poster Frame,GBC Standard Therm-A-Bind Covers,Global Commerce Series High-Back Swivel/Tilt Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,SAFCO PlanMaster Boards  60w x 37-1/2d  White Melamine,Staples in misc. colors,Vtech CS6719,Xerox 1993"
"Clytie Kelty",60,"CK-12595","2372.750","108","497.7098","Furniture,Office Supplies,Technology","3-ring staple pack,3M Organizer Strips,Acco Suede Grain Vinyl Round Ring Binder,Acme Rosewood Handle Letter Opener,Ampad Phone Message Book  Recycled  400 Message Capacity  5 ¾” x 11”,Avery Binder Labels,C-Line Magnetic Cubicle Keepers  Clear Polypropylene,Eldon Regeneration Recycled Desk Accessories  Smoke,GBC Clear Cover  8-1/2 x 11  unpunched  25 covers per pack,Home/Office Personal File Carts,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock,Kingston Digital DataTraveler 16GB USB 2.0,Logitech Trackman Marble Mouse,Master Big Foot Doorstop  Beige,Newell 333,Novimex Fabric Task Chair,Plantronics S12 Corded Telephone Headset System,Prestige Round Ring Binders,PureGear Roll-On Screen Protector,Staple envelope,Trimflex Flexible Post Binders,Xerox 191,Xerox 1938,Xerox 230"
"Cyma Kinney",18,"CK-12760","1582.109","64","-338.4311","Furniture,Office Supplies,Technology","Acme Office Executive Series Stainless Steel Trimmers,Assorted Color Push Pins,Bevis Oval Conference Table  Walnut,Boston Electric Pencil Sharpener  Model 1818  Charcoal Black,Canvas Sectional Post Binders,Eldon Simplefile Box Office,Hon 61000 Series Interactive Training Tables,Maxell DVD-RAM Discs,Office Star - Contemporary Task Swivel Chair,Portable Personal File Box,Staple-on labels,Tenex File Box  Personal Filing Tote with Lid  Black,X-Rack File for Hanging Folders,Xerox 1987"
"Carl Ludwig",63,"CL-11890","1262.014","24","328.0847","Furniture,Office Supplies,Technology","Atlantic Metals Mobile 3-Shelf Bookcases  Custom Colors,Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters  4/Pack,Belkin 19 Vented Equipment Shelf  Black,GE DSL Phone Line Filter,REDIFORM Incoming/Outgoing Call Register  11 X 8 1/2  100 Messages,Westinghouse Clip-On Gooseneck Lamps,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges"
"Clay Ludtke",36,"CL-12565","10880.546","106","1933.7831","Furniture,Office Supplies,Technology","2300 Heavy-Duty Transfer File Systems by Perma,Avery Durable Plastic 1 Binders,Cisco SPA 502G IP Phone,Eldon L Workstation Diamond Chairmat,GBC DocuBind 200 Manual Binding Machine,Global Leather and Oak Executive Chair  Black,GuestStacker Chair with Chrome Finish Legs,Hanging Personal Folder File,Heavy-Duty E-Z-D Binders,Hunt PowerHouse Electric Pencil Sharpener  Blue,Imation Clip USB flash drive - 8 GB,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Okidata C331dn Printer,Peel & Seel Envelopes,Safco Chair Connectors  6/Carton,SanDisk Cruzer 64 GB USB Flash Drive,SANFORD Major Accent Highlighters,Self-Adhesive Ring Binder Labels,Sensible Storage WireTech Storage Systems,Smead Adjustable Mobile File Trolley with Lockable Top,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Wilson Jones Hanging View Binder  White  1,Xerox 1898,Xerox 1929,Xerox 1991,Xerox 222,Zebra GX420t Direct Thermal/Thermal Transfer Printer"
"Craig Leslie",36,"CL-12700","2353.586","34","229.0099","Furniture,Office Supplies,Technology","Acco 3-Hole Punch,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,KeyTronic E03601U1 - Keyboard - Beige,Plantronics Audio 478 Stereo USB Headset,SAFCO Arco Folding Chair,Sensible Storage WireTech Storage Systems,Wilson Jones Impact Binders,Xerox 226"
"Candace McMahon",28,"CM-11815","1673.888","38","214.4630","Furniture,Office Supplies,Technology","Acme Design Stainless Steel Bent Scissors,Fellowes Stor/Drawer Steel Plus Storage Drawers,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Logitech Gaming G510s - Keyboard,Maxell LTO Ultrium - 800 GB,Padded Folding Chairs  Black  4/Carton,Panasonic KX TS208W Corded phone,Staple envelope,Xerox 221,Xerox 230"
"Carlos Meador",56,"CM-11935","565.392","18","-43.7324","Furniture,Office Supplies,Technology","DMI Eclipse Executive Suite Bookcases,Eldon Pizzaz Desk Accessories,Fellowes Mighty 8 Compact Surge Protector,Samsung HM1900 Bluetooth Headset"
"Chad McGuire",50,"CM-12115","1661.61","35","409.0679","Furniture,Office Supplies,Technology","Ampad Gold Fibre Wirebound Steno Books  6 x 9  Gregg Ruled,Dax Clear Box Frame,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Polycom SoundPoint IP 450 VoIP phone,Rediform S.O.S. 1-Up Phone Message Bk  4-1/4x3-1/16 Bk  1 Form/Pg  40 Messages/Bk  3/Pk,Ricoh - Ink Collector Unit for GX3000 Series Printers,Tensor Computer Mounted Lamp"
"Charles McCrossin",58,"CM-12160","2533.314","23","-394.3686","Furniture,Office Supplies,Technology","Acco Perma 2700 Stacking Storage Drawers,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Logitech Desktop MK120 Mouse and keyboard Combo,Mitel MiVoice 5330e IP Phone,Staple remover,Storex Dura Pro Binders,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  10/Pack"
"Charlotte Melton",66,"CM-12190","1475.144","21","91.2033","Furniture,Office Supplies,Technology","Eldon Base for stackable storage shelf  platinum,Fellowes Personal Hanging Folder Files  Navy,iOttie HLCRIO102 Car Mount,Office Impressions End Table  20-1/2H x 24W x 20D,OSullivan Elevations Bookcase  Cherry Finish,Stur-D-Stor Shelving  Vertical 5-Shelf: 72H x 36W x 18 1/2D,While You Were Out Pads  50 per Pad  4 x 5 1/4  Green Cycle"
"Chris McAfee",35,"CM-12235","2305.712","28","365.0387","Furniture,Office Supplies,Technology","DIXON Ticonderoga Erasable Checking Pencils,Eldon Simplefile Box Office,Fellowes PB200 Plastic Comb Binding Machine,Logitech diNovo Edge Keyboard,Nu-Dell Float Frame 11 x 14 1/2,Wirebound Message Books  Four 2 3/4 x 5 Forms per Page  600 Sets per Book,Xerox 1914,Xerox 1994"
"Christopher Martinez",19,"CM-12385","8954.020","34","3899.8904","Furniture,Office Supplies,Technology","Avery File Folder Labels,Contemporary Wood/Metal Frame,Fellowes Officeware Wire Shelving,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Fellowes Personal Hanging Folder Files  Navy,GBC ProClick 150 Presentation Binding System,Manco Dry-Lighter Erasable Highlighter,Newell 344,Rogers Handheld Barrel Pencil Sharpener,Toshiba IPT2010-SD IP Telephone"
"Chuck Magee",27,"CM-12445","287.990","32","64.4296","Furniture,Office Supplies","Advantus Rolling Storage Box,Avery 494,Black Print Carbonless Snap-Off Rapid Letter  8 1/2 x 7,Deluxe Chalkboard Eraser Cleaner,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Star - Ergonomically Designed Knee Chair,SANFORD Major Accent Highlighters,Staple remover,Staples"
"Corinna Mitchell",33,"CM-12655","6339.5576","42","1572.4585","Furniture,Office Supplies,Technology","Alliance Super-Size Bands  Assorted Sizes,Avery 499,Bevis Oval Conference Table  Walnut,Bush Heritage Pine Collection 5-Shelf Bookcase  Albany Pine Finish  *Special Order,Cisco IP Phone 7961G-GE VoIP phone,Coloredge Poster Frame,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Logitech Trackman Marble Mouse,Xerox 1919,Xiaomi Mi3"
"Craig Molinari",53,"CM-12715","3984.4524","57","176.3108","Furniture,Office Supplies,Technology","Acco Six-Outlet Power Strip  4 Cord Length,Atlantic Metals Mobile 5-Shelf Bookcases  Custom Colors,Avery Durable Slant Ring Binders  No Labels,Avery Non-Stick Binders,Cisco 8x8 Inc. 6753i IP Business Phone System,Contico 72H Heavy-Duty Storage System,DAX Black Cherry Wood-Tone Poster Frame,GBC Personal VeloBind Strips,Global Leather and Oak Executive Chair  Black,Motorola Droid Maxx,Newell Chalk Holder,Office Star - Task Chair with Contemporary Loop Arms,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop"
"Corey-Lock",55,"Co-12640","1300.076","30","205.6282","Furniture,Office Supplies,Technology","Avery 488,DAX Wood Document Frame,Fellowes Bankers Box Stor/Drawer Steel Plus,Honeywell Quietcare HEPA Air Cleaner,Ibico Presentation Index for Binding Systems,Nontoxic Chalk,Okidata C331dn Printer,Staple magnet"
"Cathy Prescott",62,"CP-12085","5402.254","57","427.0258","Furniture,Office Supplies,Technology","Advantus Rolling Drawer Organizers,Advantus Rolling Storage Box,Avery 505,Eldon Expressions Punched Metal & Wood Desk Accessories  Black & Cherry,GE 48 Fluorescent Tube  Cool White Energy Saver  34 Watts  30/Box,Hon Metal Bookcases  Black,Hunt Boston Vacuum Mount KS Pencil Sharpener,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Martin Yale Chadless Opener Electric Letter Opener,Nu-Dell Leatherette Frames,Plantronics Voyager Pro HD - Bluetooth Headset,Wilson Jones Easy Flow II Sheet Lifters,Xerox 188,Xerox 23"
